time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-20 00:00:00+00:00,19,12,1,1
2026-02-21 00:00:00+00:00,12,8,0,0
2026-02-22 00:00:00+00:00,10,6,1,1
2026-02-23 00:00:00+00:00,62,11,1,1
2026-02-24 00:00:00+00:00,4,4,0,0
2026-02-25 00:00:00+00:00,4,4,0,0
2026-02-26 00:00:00+00:00,17,7,0,0
2026-02-27 00:00:00+00:00,22,12,0,0
2026-02-28 00:00:00+00:00,44,16,3,2
2026-03-01 00:00:00+00:00,17,13,0,0
2026-03-02 00:00:00+00:00,29,14,8,1
2026-03-03 00:00:00+00:00,25,10,4,1
2026-03-04 00:00:00+00:00,10,6,4,2
2026-03-05 00:00:00+00:00,11,5,1,1
